equipment_id,project_id,name,status_id,status,description,type_id,type,discipline_id,discipline,space_id,space,floor_id,floor,building_id,building,campus_id,campus,notes,date_created,systems,areas_served
11949816,47945,IEF-7-209,291787,Designed,With Vari-green motor,793072,Ceiling Exhaust Fan,560205,Div. 23 - Mechanical,2984431,GB-209 - ELEC,,,,,,,,03/27/2026,"[{'system_id': '550893', 'project_id': '47945', 'name': 'HVAC', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949818,47945,IWH-1-116,291787,Designed,Point of use electric water heater,793074,Instantaneous Water Heater,560199,Div. 22 - Plumbing,2984424,GB-116 - JAN RM,,,,,,,,03/27/2026,"[{'system_id': '550894', 'project_id': '47945', 'name': 'Domestic Hot Water', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949819,47945,IWH-1-216,291787,Designed,Point of use electric water heater,793074,Instantaneous Water Heater,560199,Div. 22 - Plumbing,2984425,GB-216 - JAN RM,,,,,,,,03/27/2026,"[{'system_id': '550894', 'project_id': '47945', 'name': 'Domestic Hot Water', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949820,47945,IWH-1-316,291787,Designed,Point of use electric water heater,793074,Instantaneous Water Heater,560199,Div. 22 - Plumbing,2984426,GB-316 - JAN RM,,,,,,,,03/27/2026,"[{'system_id': '550894', 'project_id': '47945', 'name': 'Domestic Hot Water', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949821,47945,IWH-1-416,291787,Designed,Point of use electric water heater,793074,Instantaneous Water Heater,560199,Div. 22 - Plumbing,2984427,GB-416 - JAN RM,,,,,,,,03/27/2026,"[{'system_id': '550894', 'project_id': '47945', 'name': 'Domestic Hot Water', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949822,47945,IWH-1-516,291787,Designed,Point of use electric water heater,793074,Instantaneous Water Heater,560199,Div. 22 - Plumbing,2984428,GB-516 - JAN RM,,,,,,,,03/27/2026,"[{'system_id': '550894', 'project_id': '47945', 'name': 'Domestic Hot Water', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949823,47945,IWH-1-616,291787,Designed,Point of use electric water heater,793074,Instantaneous Water Heater,560199,Div. 22 - Plumbing,2984429,GB-616 - JAN RM,,,,,,,,03/27/2026,"[{'system_id': '550894', 'project_id': '47945', 'name': 'Domestic Hot Water', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949828,47945,SIU-1,291787,Designed,Wall mounted. R-32 refrigerant. Powered by outdoor unit,793077,Split System Indoor Unit,560205,Div. 23 - Mechanical,2984435,A105 - TENANT IDF,,,,,,,,03/27/2026,"[{'system_id': '550893', 'project_id': '47945', 'name': 'HVAC', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949829,47945,SIU-2,291787,Designed,Ceiling cassette. R-32 refrigerant. Powered by outdoor unit,793077,Split System Indoor Unit,560205,Div. 23 - Mechanical,2984436,A127 - ELECTRICAL ROOM,,,,,,,,03/27/2026,"[{'system_id': '550893', 'project_id': '47945', 'name': 'HVAC', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949830,47945,SOU-1,291787,Designed,,793078,Split System Outdoor Unit,560205,Div. 23 - Mechanical,2984434,ROOF,,,,,,,,03/27/2026,"[{'system_id': '550893', 'project_id': '47945', 'name': 'HVAC', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949831,47945,SOU-2,291787,Designed,,793078,Split System Outdoor Unit,560205,Div. 23 - Mechanical,2984434,ROOF,,,,,,,,03/27/2026,"[{'system_id': '550893', 'project_id': '47945', 'name': 'HVAC', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]","[{'area_served_name': 'CNG Fueling', 'area_served_type': 'space', 'area_served_id': '2893234'}]"
11949843,47945,VRCU-1,291787,Designed,"Air-cooled heat pump. Heat, cool, heat recovery. R-410 refrigerant",793080,VRF Condensing Unit,560205,Div. 23 - Mechanical,2984446,EXTERIOR,,,,,,,,03/27/2026,"[{'system_id': '550893', 'project_id': '47945', 'name': 'HVAC', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]",
11949844,47945,VRCU-2,291787,Designed,Air-cooled heat pump. Cooling only. R-410 refrigerant,793080,VRF Condensing Unit,560205,Div. 23 - Mechanical,2984446,EXTERIOR,,,,,,,,03/27/2026,"[{'system_id': '550893', 'project_id': '47945', 'name': 'HVAC', 'description': None, 'building_id': None, 'building': None, 'discipline_id': None, 'discipline': None, 'date_created': '11/14/2025'}]",
