file,rows,status,pulled_at
issues.csv,0,success,2026-04-07 13:23:02
checklists.csv,1,success,2026-04-07 13:23:02
tests.csv,0,success,2026-04-07 13:23:02
equipment.csv,88,success,2026-04-07 13:23:02
people.csv,3,success,2026-04-07 13:23:02
companies.csv,6,success,2026-04-07 13:23:02
